text,sentiment
sinus headach suck big time,negative
is tire on her friendster account,negative
it wasn t the best flick to be sure i m just readi for star trek now,negative
was eat a manderin but it s all gone now,negative
i wan na karaok instead i get to go to work lame,negative
isnt look forward to go back to work day off isnt long enough,negative
about to head to starbuck was gon na take the bus to paradis and starbuck but miss it by minut,negative
noo i m in miami and i just wan na lay out in the sun but the rain has stop me,negative
at work make more the onli thing that keep me go is know i can shop some more onc i get paid i m becomin a shopahol hehe,neutral
i can t call you caus my portabl sai that this number not excist i want so much to talk to you,neutral
haha i love dnt regret it now with tyga but just random deleon sing on tifanni blew haha like one line xd,positive
no prob and yeah im still sick no school today lol feel realli but that becaus im danc lol thank,neutral
i total did go and he was amaz he s is the reason i bought the tix he onli did song but blood bank was,positive
at halu for dinner second time this week,neutral
happi mommi day,positive
sad that our neighbor just cut down all the tree around their hous it look so pretti befor and they seem healthi tragic,negative
firefox again take upward of k of memori time to restart ff,neutral
happi mother day too all mum out there rememb treat your mum well she brought you into this life,positive
is feel sad i so dont do goodby z,negative
watch two of my patient die tonight has put me in a funk one was young,negative
wordsaftersex goodby innoc,positive
so bore i have a headach,negative
who you snugglin with tila,neutral
anoth one pop up a human be congrat nana and wan babi iri is a cuti,positive
a ur alreadi gone,neutral
good morn it s go to be a kick butt day,positive
no free wifi my vacay is ruin,negative
clean my room,neutral
am i the onli one experienc problem log into digit point forum,negative
go somewhat out of town x visitng uncl boyet famm,neutral
my head huwwt,negative
hang with kevin tomorrow out goe be product,positive
i don t feel good my throat hurt,negative
yeah it s a bit s silli at point but i love it,neutral
fuckyoumonday i like it it s a total tastic raini day here i m off to work hug,negative
final watch the rest of the guild season i alway feel so sorri and hope at the same time for your char,negative
feel not good at all,negative
happi juddday,positive
now everi saturday till for work suck and no friday or monday off for juli th either,negative
what happen i miss hour of updat,neutral
today was soo fun happi bday chrissi,positive
think i cant handl my life like this anymor almost seem as if suicid the answer unfortun,negative
just went to the dentist my mouth hurt and i can t eat until,negative
wish you hadn t teas me with movi night,positive
ugh day whatev to somewher,neutral
_kartz i ve been studi for a year now and year in school,neutral
has just receiv a phone call for new patient i guess that mean work for tomorrow,neutral
pack up for the trip to ascari track thank you bacardi,positive
beij good massag for you sexi girl real photo w beij hi http tinyurl com c m r,positive
got a case of the bubbl,neutral
lol and that s whi i use my ipod touch,neutral
say it isn t so,neutral
so i pass out last night in the middl of th quarter i didn t wit my magic lose,negative
lol yes henc my want to watch more,neutral
i miss yoooooooou my poia,negative
beardburk their be optimist,positive
_a_hart ah birmingham i rememb be there in the wrox day,neutral
wow kinda bother that jon is do deposit now appar he keep get out of time but deposit are so hard for me,negative
not a problem glad to,positive
it s gon na be a super long day,neutral
hello hehe yup we sure do love to see you,positive
i don t feel well at all,negative
end up ride down brick lane the a was dead apart from scamera everi minut ã â â½ took an hour to get in,neutral
ooc we ll do it,neutral
gratiss,neutral
_appl miss you too kid i sent msg to you on yt,negative
good night happi mother s day,positive
go to be buckl down this week so relief for my twitter follow from my inan enjoy my silenc,positive
aww i don t want u to suffer it s just midol isn t work for me grrrrr i hate that stuff but i love you tho,neutral
p s dead like me was awsom love that show miss the last episod tho,positive
i ve got a fair flat rout avail the problem is i no longer have a fulli function bike to ride,negative
is not a happi bunni,negative
go home hope one of you out there saw the play,positive
is so gut she can t get ticket for pink,negative
watch a movi with sam,neutral
i m soooooooo hungri right now dh is still not home,neutral
_radio i m too awak now ill have a nap this afternoon,neutral
sunday my last day at appl but i won t be in come kick it with me at el farolito mission street pm,positive
i lost my voic what should i do it s veri tortur,negative
ahhhhh now if you go away by is on yay my other fav song of their,positive
all cash and look for trade can t find ani,neutral
definit dont be offend im mess around with various twitter app and strang thing keep happen,negative
my babi has his first bust lip,negative
night night dolli you are al so amaz,positive
yay star trek realli is that good happi to not be let down got ta see it on imax now,positive
bingley just for that practis the propos scene toward the end so endear,positive
still a newbi in twitter,neutral
who is say all this are you ignor me frown,negative
it s still the am hour at home and my day has begun gon na drink a lot of coffe today,neutral
yea tre hood claim that atl theme song which it aint lol but it a youtub vid that i post yesterday,neutral
the wilshir it is where i stay last year too,neutral
becuz you braggin,positive
to go and upload photo to email would be ten tenenen tenen done,neutral
good morn good old germani i wan na say hello to new york i m not in love not realli,neutral
is watch britain got talent is bite her nail pleas don t come off black nail varnish,neutral
freak hors crush my dream tear,negative
i realli like miller park too too bad the cub aren t lead hope they can get it togeth soon,neutral
sick girl tri to shake this thing off but no luck how are you miss long time,negative
gon na miss thick as blood next friday,neutral
i need b get sleep the night have a good sunday,positive
saw the deforest so not surpris of bad back but moan back at you lol,negative
where d the song go on the site i want do you on this comput too,neutral
wut u want a shot of ma,neutral
gooodmorn peopl of earth,positive
haha i ll keep that in mind so far i reckon i have enough money to stop my hair grey when i retir d,neutral
actual mayb not it s sold out for sat lunch,neutral
dizzi i wan na lie die but those calori aren t gon na just balk becaus i ignor them,neutral
ugh sittin at work wait for the carpet to be clean i was suppos to be out by,negative
when i say we close at it doe not mean come in at ffs peopl also rip polli,negative
friday yay and a bonus don t have to drive to wale tonight athough will miss kitten cuddl and go for a ride,positive
new articl about band call mgmt atbfm solidsyn net,neutral
keep dreamin though if she doe hook me up lol,neutral
touch my hand video simpli amaz love it,positive
must go to strawberri field,neutral
bummer macbook is bug out ani mac head want to lend a help hand,negative
sweet spice girl sing along w good friend,positive
let leav the nervous until tomorrow,neutral
or a mexican wrestler they year cape too you probabl haven t the build for it though,neutral
i told that joke onstag at butlin in one person laugh scar for life at,negative
what don t be sad be glad your,neutral
i know sorri,negative
it was my fault for leav my flip flop outsid my locker while swim at usf koret but whi oh whi would you want to take em r imt,negative
someon hardcod mb into my brain back in the s,neutral
make yet anoth attempt to attend church on a sunday morn look forward to it y all,neutral
stop be mean to me ur hurt my feel,negative
we keep veri differ hour,neutral
_morley where are you in bris i can t hear ani thunder,negative
sure but be care also of make statement that we don t do it parallel idea do happen i ve seen it myself,positive
anddd justin eff,neutral
thank you,positive
move the first load of stuff into s garag for storag now for round two me and guy move into our new place on monday,neutral
thank bebeisi that is right is your name by ani chanv elisabeth,positive
go to the dentist,neutral
go home no meet today,neutral
it s not even cold here but im wearin a big jacket it s got cat ear on it,neutral
happi earli mother day,positive
what a smash show tonight love the killer wish i had been there gut such a shame they got cut off mid song at the end,neutral
join twitter,neutral
cool music collect can be use for non intrus background music music from keygen http,positive
is jay leno s last show tonight,neutral
wow that s realli sweet i m assum this is blog relat thank so much,positive
aww what kind of dog do u have i have a chihuahua name zoey,positive
_deadgirl hard stare,neutral
in communic class,neutral
im home where i am about drink alon,negative
everyon s talk about the goodi at bea i wan na be there,positive
i want to join but i live in michigan,neutral
sooo readyyi for the summerr babyyyy,positive
my stomach is all explod from the wendi whi is everyth that tast good bad for you,negative
yaaaay i think i might have ace my histori test today,positive
bill likewis it was a pleasur next time we should spend more time talk im,positive
i hate when it s cloudi i either want it to be all sunni or rain it s cloudi,negative
in a period of exam day are for studi and night for studi and sleep no funni time,negative
god brera whi is your plot twist go to everyth up i can feel it,negative
i know hella i wish i could be how my mom was and just move across the usa,neutral
kayla lee i think your the onli one that know what that number mean lol x,neutral
hello twitter,neutral
bone the show check pb j check write my play check the simpl joy are still here even if the greatest are gone,positive
hey sorri about your headahc,negative
morn tweet tweet,neutral
_leigh u know wut devi dev it sure doe suck havin no id my weekend r gone miser for week so drink me plz,negative
chillin follow some cool peopl,positive
the food here look amaz our dessert is frozen grand marnier souffl of cours we have to eat the bar,positive
_copping nope day off sleep time ha,neutral
summer cloth panic over i see rain cloud still go swim though i m feel in a holiday mood,neutral
good morn twitter communiti i just got finish eat a delici stack of pancak courtesi of my mom and bisquick,positive
fell off the wagon and had a macci s,neutral
be lame and not in deland with his favorit peopl,negative
_bloggerif,neutral
whew thassa relief,positive
your miss qualifi i think david reutimann is lead with a,negative
just pot some geranium then talk to the grandkid well maddi jack was outsid play i sure miss em,negative
mom just he d me sigh she s wonder and it was just a slip but you d think after come with for my surgeri it might go away,neutral
ahh i wish you guy would come to a hot topic near me,neutral
whi would you want a clone unbox a new imac last night and it s beauti too bad it s not mine,neutral
yay we re gon na leav earlier can t wait to get back to hawthorn,positive
is help make a twitter account,positive
well well so sorri let s danc it s fabul hobbi,neutral
haha ofcooourse you do it pretti much a must and pluss it dress up night jst ad incent,neutral
the sun is out can you believ it,neutral
so serious i need a date to a wed realli dont wan na go alon it may rd ani chanc,negative
hey u havent spoken to ur london bff for a while what up wish i can vote brodi s here soon ill tell him vote u from me,positive
welcom follow freud,neutral
talkin to sum special,positive
sorri bout the migrain did i mention i realli like your cissburi sp pic last week,neutral
realli bahaha i love that you relat peopl to that haha,positive
just saw a trailer for batman arkham asylum and you can play as the joker but that s onli ps exclus that hurt,negative
i am excit to be home final a week and a weekend with peopl i know,positive
just make sure you have it well done,positive
thank sweet dream to you too,positive
sicki sicki suck on such a love day,neutral
we are look forward to daddi return from work on saturday he s been gone a whole month,positive
my cheeek hurt so bad what happen,negative
recov from an italian cruis in the mediterenean,neutral
oh i m sorri for that how old was your grandpa,negative
thank for the followfriday recommend we re actual at _careerbuilder_ though,positive
here s a definit of network neutral for those who may be interest http tinyurl com ls qn,positive
i m not a hobo,neutral
that s exact whi i follow you,positive
has just come back from hors ride what a brilliant day,positive
sportsmen warehous final got field point in i can now use all my arrow,neutral
_cera that is so awesom a,positive
i m wonder how big the rumor new larg screen kindl will be http is gd wyfi and when we can start see k textbook on it,neutral
compliment taken thank key is to be yourself,positive
jammin to capit in my garden,neutral
http tinyurl com oqsqz grace s funzen magic mood tool for keep her cool in the pool of real life which is now your too,positive
well it sound like sum kid with match lit sum grass on fire,neutral
i am so sorri i fell asleep first,negative
so i slept hrs my bodi is ach,negative
use my brother g phone love it drive to vega my phone die this morn and my charger broke,neutral
made breakfast today happi mother s day,positive
finish the video me it s so long,negative
kid attack your keyboard,neutral
i m get this assign done,neutral
can t sleep restless mind agh,negative
yay my comput came today too bad it s be held hostag at my parent hous until i can pick it up,neutral
was woken up by my screamin lil nefuew,negative
god assign are stress but it finish now lol and im off to bedd,negative
enjoy last night at what i call real world social network lok event in vancouv it was great but headeach today,neutral
thank for your definit of throwbi editor review your entri and have decid to not publish it,positive
ahhhhhh i got stitch i serious cant wait to go to the beach summer hurri up,positive
aww that s still awesom you had fun though i can assum,positive
least u can get some more im broke,negative
watch the krystl vs alexi catfight on youtub i miss dynasti,negative
happi star war day unbeliev,positive
i haven t got a text back sod her i look fabul,positive
have space right next to the rack for anoth one so plenti of space for ccna ccnp ccie lab,neutral
anoth water leak in my appart the good side is that i get to meet the girl previous next floor,positive
i can t listen to music at work i probabl could tri but then i ll have to start hunt for a new job on monday,negative
i want dec to be my dad,neutral
couldn t see one but i m probabl blind do you have a link to it,negative
what happen i m afraid i miss a larg part of the stori,negative
at the orthodontisssttt,neutral
daddi is in the hospit i dont like it,negative
anoth friday night with noth to do boyfriend work until am,neutral
my sister graduat today it was amaz and super emot wow,positive
awak man i need to go to sleep i got to wake up earli for church tomorow,neutral
i feel sick like don t wan na get out of bed be bother don t go work turn da light off pull da shade n tv off type of sick,negative
off to sacto to take babi to kennel,neutral
i want her more on survivor,neutral
i am veri angri at this inform marco,negative
just ignor it and get sum rest get rid of that headach,positive
whi window vista,neutral
think aaron is pretti darn awesom,positive
we just missd each otha again i was at disney all day yesterday,negative
nope don t you think it s a crime,negative
happi mother s day,positive
wish the rain would stay away for a while so that i can go to the pool,positive
havent been on here in age sorri twitter tweetdeck is broken,positive
want to go to falkland but cant caus of stupid exam and mtbcut are go to be there,negative
i wish,neutral
thank you tadi jam pm,positive
eli in the er they prick his finger for blood sugar and he was tri not to cri http twitpic com z q,negative
this is the end of the semest so i am realli busi have got no time for twit what a piti caus i love it,neutral
see no evil star wwe wrestler kane you should watch it,neutral
i guess you will find out short,neutral
may the th be with you starwarsday via,neutral
go home but when i get home black berri woo hoo and get to see presten,positive
ahhh you follow the dark side too night,neutral
had to chang within mile becaus within mile were effin bore,negative
hii thatsã â â½mee i woke up and i am go to school whi me,neutral
i had my hair in a messi ponytail all day i took it out just now and it look realli nice but still messi,neutral
how about give golf lesson and sing to your student take lesson jakeowen live http ustr am s y,neutral
it cool,neutral
yay the playdat is back on but my van s transmiss is dead,neutral
on the comput alllllllllllllllll day,neutral
offlin for now i ll tweet again later,neutral
_lynn _raquel ahh man ok if y all end up doin sumthin els let me kno so i can meet y all see wht yal gone do,neutral
nine o clock on a sunday morn outsid sat around the tabl enjoy the earli ray of sun read twitter articl in sunday time,positive
fudg just bs d that whole paper so tire ugh i hate school time to sleep,negative
_one could use garageband though it s probabl overkil,negative
see ftsk tonight in grand rapid,neutral
good morn hope u all have a great day,positive
bed sorta today was good sara has strep thought angelina doe to i share a water with her b they told me i will prob get it to,positive
jason bend over so i can hit it from the back,neutral
good morn rock star nurs,positive
my right ear s been block up today bit like when you ve got water in it ani idea s clear it don t like put liquid in,negative
had a great session canvass in the sun but now is miser cus i have no to go to the pub with,neutral
wish happi mother s day to all mother,positive
you seem desper that say probli enough,negative
i just woke up my teeth realli hurt from my rubber band,negative
the fever s gone thank jen,positive
whi are some guy so stupid they have no idea what to do with a good girl who actual care about them so sad,negative
love but hate drive in pollut,positive
can you get me a sub from subway when ur on your way home,neutral
wow you were here whi didn t you tell me j k that s cool though i have yet to see one,positive
yup that s the thing i think is kinda accept and reason for proper light and fill in u can run away with tho,neutral
mee too it s look amazeeeeee,positive
i m both but more girl than guy,neutral
yayyy,positive
i so don t wan na go outsid i don t have anyth to do there mayb i will write later,neutral
lolol i was tri to do that this morn but sad i couldnt,negative
i lost follow over night nobodi like me,negative
had a great day beach bbq with old friend it s crazi that i m old enough to have old friend learn how to play texa holdem,positive
yeah it work better as a command,positive
ummm sure i miss ya ll alot too i think you know who i meant,negative
it s quit hard caus when you attempt to spread it the cornbread fall apart,negative
well it almost was a good day guess i just retri tomorrow,positive
hope you feel better soon,positive
whi is it so cold,negative
omg i m so sad i jus took in that gossip girl is done,negative
we will support you,positive
almost in new york citi,neutral
such a good littl saturday didn t includ bed bath and beyond but border was on the list can t wait for tomorrow good day plan,positive
so nice to go into the bathroom and not hear the sound of gentl run water,positive
rofl,neutral
yeah tri it no go,negative
and now it starwarsday to celebr i should watch some star war richard,neutral
bore to death,negative
ha you ll do fine just be posit aha i know huh wht a long convers i remeb you and allyson did even lnger one x,positive
i thought i was your best friend,neutral
aah i m tire haven t chill a minut today,negative
it so sad,negative
this twitter bore me now i c y i haven t been on here in a month,negative
had a great time celebr mother s day to me be a mom is the best job on earth,positive
i look like a freak tomato goin to graduat,neutral
n case you miss the show yesterday here s a chanc to listen again on the bbc iplay enjoy http tini cc oikbk,positive
hey mate fanci finden you on hea,neutral
i ve got a dentist s appoint soon the drill feel like i ve got my brain in a blender not look forward to it,negative
that s precious,positive
kewl sound good will wait for it thank,positive
total except we can t ride on the sidewalk like when we were kid a lot more safe than on the road with crazi driver,neutral
school for a bit glad jake got the day off,positive
e doc are get younger these day can u guess where am i yup nuh pay my ear doc a visit ouch,neutral
yeah it s not avail on public market yet but will be soon look forward i m sunburnt arm are itch boo hoo,negative
tri again minna i edit quick sorri,negative
i had terribl troubl with sp word as a child would drop the s pider pade etc need lesson bad memori,negative
i realli wish i was spoil,negative
yes it will finish at tonight still the food has been great as has been the discuss,positive
updat island flower larg pouch http tinyurl com qnh oy,neutral
im get realli spotti and my spot alway scar and no it not becaus i pick them even if i dont they scar fact my skin suck,negative
the iphon,neutral
should be me,neutral
archuleta cook will arriv in day,neutral
good to be back it s realli late though and i just got back from scare some peopl and i m pleas but realli tire,neutral
aww that s awesom he s a good guy,positive
friend are the same soul differ bodi plato,positive
it s a sad day when christian lacroix has to file for bankruptci,negative
_bella_cullen post and it good,positive
hahaha thank for clear up the,positive
moooooooooooooooo lol i copi that last fm thing you had look good,positive
that suck man i hope you have a problem free weekend,negative
_gamefan thank i love miseri busi paramor is such a great band,positive
do not go to moe mexican grill it is too spici,negative
i cant afford it go to school here,negative
thank i know,positive
go to the groceri store with my best friend,neutral
dude i feel realli bad but it doesn t work i don t have a serial for it so it can t be use,negative
my trip to igbara will be postpon to next week,neutral
i just saw a babi dove fall from a tree break it neck and die i tri to save it and couldnt what a cruel world,negative
cover the tomm event babi id like a live blog on it,neutral
hope you find a nice and healthi also cheap breakfast,positive
thank no whi are you still up,positive
someth we all need sometim,neutral
just gave my mommi her mother s day present a purpl ipod http twitpic com wcpt,positive
happi mother day,positive
_i_girl that s whi you are twitterbff,neutral
say tomorrow is anoth day http plurk com p x pxh,neutral
webcam hoepfner burgfest in karlsruh automat reload fail http bit ly vdtvf,negative
hello i m great how are you,positive
perfect song,positive
i wish i was get pancak booooooooo,positive
that charm skater look is kind of hot a hot mess catherin pls don t hate me for hit on your friend tnx,negative
whi do wed on tv make me cri is it just my inner desir to be etern happi and start the rest of my life,positive
thanx sis i ll b sure to let them know how mani peopl r pray w them,positive
jonathan can you get priscilla ahn or raphael saadiq on your show they were fab on the jool holland show,positive
um how long has it been sinc you slept startin to worri over here well i hope you are have fun lot of love to you,neutral
so now i have conjunct in my left eye is this a sign of someth what did i do wrong to deserv this lol i m die peopl,negative
_rose follow back,neutral
besid i haven t had strep for like year becaus of that reason i m more tire than anyth els,negative
thanki no pictur in yet but soon m off to wash up love have a good satde,positive
omg cat had a hairbal awak now,negative
back then i didn t know whi you were misunderstood so now i see thru ur eye all that u did was love mama i love you,neutral
_lu just one part of a veri odd trip you travel for month you see some weird love perth though,neutral
_teamgreen marriag cours is not run on either of the bank holiday in may back and run next week,neutral
http twitpic com rylt ur so lucki there the stage it so close of theem here not i think we re danger,neutral
in the end the magic of and so to dream win along with sway back and forth within site of a sleep mommi,positive
i hope so i realli need one we ll see unfortun drama alway find me,negative
omg kool i m not on the road,neutral
ah good glad to be use,positive
had delici pav bhaaji fine chop onion littl dash of lemon yummi,positive
had a blast this weekend with my sweet girl in vancouv watch my awesom celtic lad and i got to see alissa now i m home,positive
bore i wan na go for taekwando,negative
realli hate delay train especi minut delay train now go to be late for work,negative
lol said to look out for you but i was in canberra,neutral
well there s noth to do but to keep swim you ll get there eventu,neutral
thank you alot,positive
i shall drink lot,neutral
omgzzz i just realis homer simspon aint real o haha,neutral
be re admit at this stage for a three night minimum with a hope tuesday discharg,neutral
http twitpic com wppn this is how wild at down and derbi trnds trs,neutral
hell if i know i m suffer,negative
lip sync im so excit wit blairr then were gon na youtub it,neutral
cri so hard,negative
if i am so are u my friend ha but the thing is we make old look good,positive
_myst i am soooo disappoint that that is what he look like btw the imag is gone,negative
i just see the video all your base are belong to us whatã â â½s go on,neutral
_nobel,neutral
learnt how to drive a manual on the weekend,neutral
leav florida want to live there forev texan girl,negative
play hooki from work again so we can go see up i hope we get along,positive
chequ to cash tomorrow whi i didn t get it in the bank i have no idea feel safe to get the d now though woooo,positive
gogol bordello par prolli not even in the top of gb show i ve seen perhap some old fashion civil ii will help,neutral
a bedtim stori pls,neutral
i saw a piec of that movi love it,positive
just finish eat,neutral
all of a sudden i m crave broccoli and chees soup realli bad oh the hunger,negative
hiyaa how was tour realli disappoint that i couldn t make it hope your all dandi xxxxxxxx,negative
no one is at the tesla dealership,neutral
your second episod of sonni wac was on in new zealand tonight you were and still are amaz ili,positive
i m so jealous wish i could join u it s so cold in la right now,negative
i want cafe latteeeeeeeeee,neutral
we re get anoth puppi not cool realli,negative
ugh i can t sleep and it s reallyy gettin to me gahif piss me off so bad sometim atleast i know who my friend are,negative
omg my head still hurt i need to get my comic today so i got to hurri lol,negative
no more chemistri i m gon na choos english i find it chem kinda bore in the end gon na help peopl who choos chem,negative
cower from pain,negative
so bore,negative
celebr mother s day with the best lamb roast lunch follow by a box of cadburi s share around the tabl it was a wonder day,positive
you ll never have to be alon i love you and that s all i realli know,positive
ever sinc orchid quit drink from a bottl she s been eat us out of hous and home holi girl still not drink milk though,neutral
i will not be late i will not be late i will not be late,positive
sound cool liverpool s ace especi if you like the beatl cos there s museum and shop dedic to them,positive
yeah it good but dont click the red x becaus it shut it down but other then that it good and when u minim it it goe,positive
_jg hahaha i don t owe you anyth now you owe me a red lol te amo idiot hahaha te veo ahasta el lune,positive
wait for princ protect program onlin in english version so long,neutral
can t believ he has to wait till octob to see up when american get to see it this weekend,negative
sound like a nice relax afternoon i have to mow the lawn and walk the dog,positive
auntiegail say today i am pick up the hi vis vest for the kid they say aunti gail childmind servic,neutral
grill chicken broccolli and water yummi and healthi well until i put butter on my veggi but whatev,positive
hey handsom i m pack,positive
meet she is the zombi expert i believ,positive
yeah i have seen the review and they are great it is just that the review surpris me now get ticket for tonight,positive
hey nice see you on saturday glad thing are go well for you,positive
ive been there befor haha,positive
morn all first tea of the day and just about to record the voiceov for a documentari about modern druidri good time,positive
_onlin when will the maintan end i would like to backup some stuff,neutral
happi mother day to all the mum,positive
i ran out of white and yellow oil paint i may have to add utrecht run to my list,neutral
they are a long way from the sea unless they came from gloucest dock,neutral
fyi no internet until thurstag after saturday i have a feel i will becom x more product dure those day,positive
oh dear not fun,negative
a how cute it a pug,positive
i googl engag ring this is the exact ring i want it was the st result too sigh love it http twurl nl jaq j,positive
watch the offic also comedi gold,neutral
ok point taken i ll tell my team to stop our cynic champion of standard activ x is far better anyway,positive
ok good to know,positive
im just dreamin out loud i cant have you for mine and i know it,neutral
first of all i love your pictur pictur the boyfriend jacki fml whi haven t you embrac the phone,neutral
how did we just get paid and still be broke as hell no shop spree for me today,negative
panda express it s been so long i ve miss you,negative
yup i m pretti sure summer could not have start off ani better than the one this year,positive
realli laugh out loud see a limo in front of macdonald is just to funni,positive
_sl happi sunday to you to,positive
garden stuff i order got return to sender becaus it was damag need to work out how to get to a garden centr,negative
hahaha my boyfriend yeah he look so differ there but he s so cute i so want to watch the movi,positive
i reckon i could live of yogurt for a week if i had a good select of flavor,positive
i m so nervous,negative
http twitpic com w yj wow fanci,positive
sign off to spend time with my hubbi goodnight day tweepl have a veri happi mother s day,positive
so there this boy hes so cute hes got a six pack yum it was fun touchin it,positive
is an awesom band,positive
feelin nice after this bottl of bacardi,positive
play wii,neutral
too bad,negative
yawn is it that time alreadi,neutral
_ara good to hear that allah aapko sehat de y,positive
i love this girl she rock,positive
lol must contribut to the destruct of languag awww,neutral
milk gran torino bolt bride war new in town yeah i got through a few i love longhaul,positive
oouuch good luck,positive
but but i dun wan na,neutral
is gon na go yoga ing with a jumbo cup of coffe think about it is make her veri happi,positive
so i guess im stuck in the lobbi,neutral
this is what i am drink instead of beer airport is out of beer at least it is carbon http mypict me zu,neutral
so just point out to me that she has not been abl to be involv in this convo for lack an iphon,neutral
sorri about that anna wintour repeat tweet sooo sorri someth up was wonder abt the quad tweet,negative
nt abl to follow anyon friendorfollow com here i come itsuck,negative
i still have my light still up you think he can do mine too,neutral
http twitpic com vk whi do u lot mock me,negative
well that blow sorri to cut it short it wont work for me i didnt get to say bye so goodnight guy thx for watch love u guy,neutral
_mactast i dunno p how d i end up wake up at am it s a mysteri world,negative
oh that just made my even i forgot merlin was on tonight but it a toss up between rove and spielburg on spielburg on abc choic,positive
celebr mother s day with appl pie,positive
lame remark like i wonder if they like blond in nz umm onli if you have to ask,neutral
hillsong tom night and dad s birthday i wish i could see him on his bday though,positive
bank holiday brunch with all the fixin s absolut fantast,positive
thank i regist,neutral
i m new at this and i don t have ani friend now pleas comment,neutral
flyladi oh deari me min not enough to rescu kitchen i shall come back to it later so i can mow the lawn while still cool outsid,neutral
i m bum to miss you hope you enjoy your write conf tho,negative
you re so far,neutral
readi for a veri busi fun day tomorrow got ta keep myself busi when my lover is gone,positive
i m so sick it s ridicul,negative
watch a youtub vid of sing paranoid live is so cute when he sing lol,positive
sunburn is not as fun as i rememb,negative
lie lie lie you just cant avoid to lie about practic everyth,negative
it s ok becaus one of my favorit movi seri is star war that make me more of a dork than you,positive
follow _joe he s cool,positive
i kno they re my guilti pleasur like shop,negative
shall bring his own glass to work from tonight no more half half hor,neutral
morn back to all,neutral
ha i dunno about stand anyth up veri veri rough today it hurt to talk,negative
nvd i was sit on it,neutral
yooo it rainin dumb hard out,neutral
i got a text from this guy who i don t like and who has the same name as the guy i do how disapoint,negative
augh fever s gone up again if i end up miss the weho club tomorrow night i am go to be piss stupid boytoy gave me plagu,negative
creas my nike ohh well http twitpic com zfd,negative
rah rah youtub isn t work again oh great,negative
the time is not my friend today,negative
justcaus summer hour say our day end at pm doesn t mean i realli get to leav at,negative
awesom effort this w e even if u didnt win good luck at tassi,positive
wake up and go make breakfast,neutral
thank for the follow the love of your life is ador,positive
gon na walk around for an hour now i but i m total motiv wahahaha,positive
_citi hey u like fob follow me luv talk more look frine follow ellen,positive
es impos no amar starbuck,negative
yeah i have revis to do but gon na go starbuck instead,neutral
love it you look fabul and it was so nice to learn someth new about you,positive
aww i hope you feel better soon,positive
sins i had dis thing not repli not messag nuffin pshh who care i know im special x,neutral
same old custom servic team member,neutral
come on kirk hook up your wii to the wifi you can do eeet,positive
lmao i m glad you guy like it,positive
eat hawain pizza for breakfast it a bit cold,negative
offici moss doesnt work on vista but unoffici it fine,neutral
lol take some get use to just repli to your email power keep cut out here s,neutral
wellllll i did most of my homework and i kind of finish with edit and i m not as tire this morn as i thought i d be,positive
i had a great date last night tri to find the cdcave with daniel it was hilari fun,positive
happi mother day to all the twitter mom sent my own mom a veri sleepi video by phone and call after,positive
http twitpic com u i love her too she shouldv won,positive
i wish the birthday massacr would come to australia i think they said they re think about it though,positive
wonder if twitter will be fix for my phone ani time soon,neutral
oh man did yogg today wors than last week,negative
_cook guess i am veri shallow then,neutral
yay me i did good on my com final i needa step up next semest forsur tho no more distract,positive
a would a virtual high five make it ani better,negative
jeff i are look for long last love just not with each other we both like men,positive
lol what did perez say now pleas don t make me actual go look,neutral
new job today wish me luck peep,positive
my inner desir is to go to an isl in the middl of the mediterranean to soak up the sun good night as i dream that inner desir,neutral
wait for to wake up hazin a sad,negative
a hug i wish i could help,negative
good morn friend happi may bank holiday,positive
bout to watch notori caus that s how i m feelin now wish i could eat someth but i can t surgeri tomorrow no food til saturday,negative
harrump gag for beer noon want to play,negative
for everi kiss you give me i ll give you three,positive
hey thank for follow how is it go,negative
i love sausag too kitchenfir,positive
im nervous i want to gim me a bear hug,neutral
hello dark hair well my plan for today just got cancel make some better one,negative
how doe it look like a ninja tutl xo lol,neutral
_nye whi so quiet late,neutral
i may cri this weather got my burnt nt liter jus my shin arm n chest leg hurt lyk a biatch slight enjoy it tho ha,negative
just ran through the rain,neutral
go to bed in a bit need to revis moro,neutral
haha i like modern studi it my favourit subject haha i guess you dont feel the same,positive
go to eat some pasta bake my favourit food later go to the flea market you re my lilim,positive
is wait for the final of shipwreck to start goodtim,positive
lol i get about the same reaction when i mention my new goal kona triathlon now that boston marathon is done,positive
yes i am secur in my masculin,positive
will be follow you tomorrow sleep well,positive
thank becom my friend twitter selalu ada ruang untuk sahabat,positive
yeah just made twitter,neutral
good morn twitter bugsssss am and my day start no,positive
don t want to go to work tonight,negative
true lol no problem about the unfollow not mad,positive
would like to go back to bed horribl headach pound behind my eye and all over my skull,negative
oh noo i cant see it,negative
merlin wasn t too bad alreadi watch it on bt of cours,neutral
_g yup that s where i watch all my movi,neutral
aww thank glad i appreci the weather so much yesterday,positive
aaaargh help it s a conspiraci lol how are you today lizzi,neutral
make a wish,positive
so how have you been do,neutral
love the warm weather but can we get some rain pleas my water bill is go to be bad,neutral
especi if you re with a vampir,neutral
_loves_nkotb yup as alway wonder when me and v will ever come back to earth get kinda comfi up here,positive
i chop a fring in last night got tire of have it hang in my eye made a mess,negative
ugh it realli hot today alreadi and it not even noon yet i want ice water,negative
appar so i m fall apart in front of my eye,negative
talk to my best mate and my boyfriend on msn,neutral
